problemIndex,crossoverProbability,mutationProbability,mean_fitness,std_fitness,problem.optimalValue
0,0.1,0.01,3209.6774193548385,509.4800216623988,3800.0
0,0.1,0.05,3783.8709677419356,37.38782505529829,3800.0
0,0.1,0.1,3800.0,0.0,3800.0
0,0.1,0.2,3800.0,0.0,3800.0
0,0.1,0.3,3800.0,0.0,3800.0
0,0.1,0.5,3800.0,0.0,3800.0
0,0.3,0.01,3225.8064516129034,497.3045625740722,3800.0
0,0.3,0.05,3777.4193548387098,92.04954252775997,3800.0
0,0.3,0.1,3800.0,0.0,3800.0
0,0.3,0.2,3800.0,0.0,3800.0
0,0.3,0.3,3800.0,0.0,3800.0
0,0.3,0.5,3800.0,0.0,3800.0
0,0.5,0.01,3164.516129032258,508.29675525016825,3800.0
0,0.5,0.05,3683.8709677419356,355.0556521575628,3800.0
0,0.5,0.1,3800.0,0.0,3800.0
0,0.5,0.2,3800.0,0.0,3800.0
0,0.5,0.3,3800.0,0.0,3800.0
0,0.5,0.5,3800.0,0.0,3800.0
0,0.7,0.01,3135.483870967742,548.6640666787977,3800.0
0,0.7,0.05,3732.2580645161293,230.05375715861643,3800.0
0,0.7,0.1,3800.0,0.0,3800.0
0,0.7,0.2,3800.0,0.0,3800.0
0,0.7,0.3,3800.0,0.0,3800.0
0,0.7,0.5,3800.0,0.0,3800.0
0,0.9,0.01,3212.9032258064517,529.6174314124432,3800.0
0,0.9,0.05,3748.3870967741937,251.4901823689287,3800.0
0,0.9,0.1,3800.0,0.0,3800.0
0,0.9,0.2,3800.0,0.0,3800.0
0,0.9,0.3,3800.0,0.0,3800.0
0,0.9,0.5,3800.0,0.0,3800.0
0,1.0,0.01,3170.967741935484,502.7879263911687,3800.0
0,1.0,0.05,3593.548387096774,476.0500561012241,3800.0
0,1.0,0.1,3800.0,0.0,3800.0
0,1.0,0.2,3800.0,0.0,3800.0
0,1.0,0.3,3800.0,0.0,3800.0
0,1.0,0.5,3800.0,0.0,3800.0
1,0.1,0.01,7858.567741935483,698.3012727980652,8706.1
1,0.1,0.05,8345.906451612902,207.40568287856223,8706.1
1,0.1,0.1,8424.425806451613,152.5648189409824,8706.1
1,0.1,0.2,8539.316129032257,177.9550993870352,8706.1
1,0.1,0.3,8676.267741935484,93.27550727851633,8706.1
1,0.1,0.5,8686.867741935484,29.85842580240685,8706.1
1,0.3,0.01,7823.958064516129,740.3619109481494,8706.1
1,0.3,0.05,8315.964516129032,340.63579528913,8706.1
1,0.3,0.1,8408.35806451613,148.2742881154017,8706.1
1,0.3,0.2,8583.396774193548,174.0543123737936,8706.1
1,0.3,0.3,8701.893548387097,20.24572276611989,8706.1
1,0.3,0.5,8684.529032258066,36.152705694488,8706.1
1,0.5,0.01,7813.129032258064,662.0442226888616,8706.1
1,0.5,0.05,8338.087096774192,163.1634001891671,8706.1
1,0.5,0.1,8384.53870967742,125.81490552241033,8706.1
1,0.5,0.2,8539.364516129031,186.77067854883305,8706.1
1,0.5,0.3,8704.293548387099,10.057896913499388,8706.1
1,0.5,0.5,8691.067741935485,26.11508359928888,8706.1
1,0.7,0.01,7732.258064516129,800.32122499831,8706.1
1,0.7,0.05,8312.406451612902,295.3789384677291,8706.1
1,0.7,0.1,8394.64193548387,134.16044318698837,8706.1
1,0.7,0.2,8487.587096774194,181.6435937799361,8706.1
1,0.7,0.3,8685.245161290324,72.25810145448371,8706.1
1,0.7,0.5,8680.996774193549,43.375065678113565,8706.1
1,0.9,0.01,7735.512903225806,774.1433548303289,8706.1
1,0.9,0.05,8278.332258064516,395.8009679852544,8706.1
1,0.9,0.1,8396.448387096774,138.03585010416148,8706.1
1,0.9,0.2,8581.66451612903,173.68574024827572,8706.1
1,0.9,0.3,8693.590322580645,66.28306648930621,8706.1
1,0.9,0.5,8691.061290322581,27.417776197440073,8706.1
1,1.0,0.01,7651.783870967742,790.6325307822732,8706.1
1,1.0,0.05,8308.267741935484,290.53798648610115,8706.1
1,1.0,0.1,8428.03870967742,158.60843751709123,8706.1
1,1.0,0.2,8503.635483870969,186.77067854883276,8706.1
1,1.0,0.3,8694.190322580645,66.31027750828541,8706.1
1,1.0,0.5,8689.86129032258,27.129586277953432,8706.1
2,0.1,0.01,3590.3225806451615,345.7140810069089,4015.0
2,0.1,0.05,3883.548387096774,215.22543819751382,4015.0
2,0.1,0.1,4001.935483870968,20.923568025667315,4015.0
2,0.1,0.2,3997.7419354838707,24.86090336510382,4015.0
2,0.1,0.3,3988.2258064516127,30.236522813113925,4015.0
2,0.1,0.5,3893.064516129032,80.35004064876426,4015.0
2,0.3,0.01,3588.8709677419356,346.5056749833961,4015.0
2,0.3,0.05,3876.935483870968,244.53247030253073,4015.0
2,0.3,0.1,3992.9032258064517,46.93566862469655,4015.0
2,0.3,0.2,4009.8387096774195,8.112117578838777,4015.0
2,0.3,0.3,3992.4193548387098,30.683083497315298,4015.0
2,0.3,0.5,3875.8064516129034,57.96689822927033,4015.0
2,0.5,0.01,3580.0,304.62818867158927,4015.0
2,0.5,0.05,3893.3870967741937,194.5909688585015,4015.0
2,0.5,0.1,3992.0967741935483,42.0272569005002,4015.0
2,0.5,0.2,4004.1935483870966,22.289637883762193,4015.0
2,0.5,0.3,3982.5806451612902,46.4196612033796,4015.0
2,0.5,0.5,3880.1612903225805,72.63474686135353,4015.0
2,0.7,0.01,3605.8064516129034,286.4352654446071,4015.0
2,0.7,0.05,3907.5806451612902,136.01391453169995,4015.0
2,0.7,0.1,3977.7419354838707,68.72455540874049,4015.0
2,0.7,0.2,4002.7419354838707,20.28294479266673,4015.0
2,0.7,0.3,3990.0,34.18089134784716,4015.0
2,0.7,0.5,3896.935483870968,89.82090902971709,4015.0
2,0.9,0.01,3520.967741935484,325.78474323505566,4015.0
2,0.9,0.05,3839.1935483870966,269.56785408685,4015.0
2,0.9,0.1,3993.548387096774,31.994623204196255,4015.0
2,0.9,0.2,4007.9032258064517,9.016114605562874,4015.0
2,0.9,0.3,3985.8064516129034,34.59520135783641,4015.0
2,0.9,0.5,3892.4193548387098,73.86779821345178,4015.0
2,1.0,0.01,3568.2258064516127,342.63816771996466,4015.0
2,1.0,0.05,3819.032258064516,282.21864855356,4015.0
2,1.0,0.1,3999.6774193548385,33.3400530861147,4015.0
2,1.0,0.2,4005.3225806451615,8.749807985604367,4015.0
2,1.0,0.3,3985.967741935484,37.47041843994422,4015.0
2,1.0,0.5,3897.5806451612902,64.45762132003125,4015.0
3,0.1,0.01,4756.612903225807,751.1695182588883,6120.0
3,0.1,0.05,5439.193548387097,550.2546331384432,6120.0
3,0.1,0.1,6004.677419354839,165.9715612380174,6120.0
3,0.1,0.2,6039.193548387097,49.33046344456855,6120.0
3,0.1,0.3,5932.741935483871,90.12804511432066,6120.0
3,0.1,0.5,5765.645161290323,154.78340746283652,6120.0
3,0.3,0.01,4637.419354838709,726.7609315400101,6120.0
3,0.3,0.05,5450.1612903225805,640.7098717711053,6120.0
3,0.3,0.1,5964.032258064516,192.5202125961441,6120.0
3,0.3,0.2,6033.387096774193,64.5934348673067,6120.0
3,0.3,0.3,5925.4838709677415,96.81903083166452,6120.0
3,0.3,0.5,5741.290322580645,166.33784767722733,6120.0
3,0.5,0.01,4572.741935483871,806.5769633763801,6120.0
3,0.5,0.05,5379.5161290322585,680.2307878442308,6120.0
3,0.5,0.1,5901.129032258064,225.0137391265229,6120.0
3,0.5,0.2,6050.322580645161,57.76295646679576,6120.0
3,0.5,0.3,5969.8387096774195,72.2205403719251,6120.0
3,0.5,0.5,5809.5161290322585,103.02390368833248,6120.0
3,0.7,0.01,4703.387096774193,770.9392400364358,6120.0
3,0.7,0.05,5377.580645161291,605.8710959818404,6120.0
3,0.7,0.1,5973.064516129032,314.0214361561826,6120.0
3,0.7,0.2,6029.8387096774195,110.21557566097246,6120.0
3,0.7,0.3,5945.806451612903,80.88156747361697,6120.0
3,0.7,0.5,5737.419354838709,157.25176717471217,6120.0
3,0.9,0.01,4518.225806451613,727.6830220948963,6120.0
3,0.9,0.05,5441.290322580645,655.3484667741473,6120.0
3,0.9,0.1,5925.806451612903,211.90837947170135,6120.0
3,0.9,0.2,6019.677419354839,114.73110217570307,6120.0
3,0.9,0.3,5947.580645161291,84.21075710919133,6120.0
3,0.9,0.5,5727.741935483871,144.17488633414075,6120.0
3,1.0,0.01,4596.774193548387,743.5876415360608,6120.0
3,1.0,0.05,5289.354838709677,648.1753131361454,6120.0
3,1.0,0.1,5922.258064516129,339.1922726853642,6120.0
3,1.0,0.2,6054.354838709677,64.32653593818388,6120.0
3,1.0,0.3,5956.129032258064,91.41215890514201,6120.0
3,1.0,0.5,5764.032258064516,114.05714470415495,6120.0
4,0.1,0.01,10611.612903225807,738.5970790365275,12400.0
4,0.1,0.05,11828.870967741936,608.1977607070187,12400.0
4,0.1,0.1,12206.129032258064,178.39427157011582,12400.0
4,0.1,0.2,12104.516129032258,136.68305697677422,12400.0
4,0.1,0.3,11858.548387096775,206.72120334880617,12400.0
4,0.1,0.5,11316.451612903225,230.12385631939978,12400.0
4,0.3,0.01,10736.290322580646,680.5010013976657,12400.0
4,0.3,0.05,11755.0,694.3702182553626,12400.0
4,0.3,0.1,12210.0,194.11336893681522,12400.0
4,0.3,0.2,12108.064516129032,111.36035664570265,12400.0
4,0.3,0.3,11854.032258064517,209.64024484355213,12400.0
4,0.3,0.5,11442.741935483871,246.24458948261653,12400.0
4,0.5,0.01,10662.09677419355,686.6607291736198,12400.0
4,0.5,0.05,11704.677419354839,741.1184514905725,12400.0
4,0.5,0.1,12224.354838709678,163.52747952298358,12400.0
4,0.5,0.2,12122.09677419355,116.33840146707381,12400.0
4,0.5,0.3,11847.90322580645,179.5168246225982,12400.0
4,0.5,0.5,11364.516129032258,238.5978305248875,12400.0
4,0.7,0.01,10551.451612903225,803.827503830255,12400.0
4,0.7,0.05,11721.774193548386,565.3620497626524,12400.0
4,0.7,0.1,12237.58064516129,142.19042963424042,12400.0
4,0.7,0.2,12080.645161290322,144.94103361645526,12400.0
4,0.7,0.3,11855.322580645161,188.49374650931594,12400.0
4,0.7,0.5,11408.225806451614,227.78845590846197,12400.0
4,0.9,0.01,10583.387096774193,840.0261772674846,12400.0
4,0.9,0.05,11732.41935483871,668.0005875343496,12400.0
4,0.9,0.1,12190.645161290322,157.41527845947206,12400.0
4,0.9,0.2,12124.677419354839,103.28710377608435,12400.0
4,0.9,0.3,11833.548387096775,179.41661734812962,12400.0
4,0.9,0.5,11364.193548387097,221.41626247934568,12400.0
4,1.0,0.01,10567.09677419355,835.8665904253186,12400.0
4,1.0,0.05,11696.774193548386,625.9400242662987,12400.0
4,1.0,0.1,12241.774193548386,141.72478251348488,12400.0
4,1.0,0.2,12096.774193548386,152.29657682242225,12400.0
4,1.0,0.3,11866.612903225807,170.3153305723152,12400.0
4,1.0,0.5,11343.064516129032,214.46708146533388,12400.0
5,0.1,0.01,9667.870967741936,721.0453865481459,10618.0
5,0.1,0.05,10123.677419354839,527.9904283915741,10618.0
5,0.1,0.1,10405.225806451614,101.52133098596228,10618.0
5,0.1,0.2,10280.354838709678,103.07232036684958,10618.0
5,0.1,0.3,10096.032258064517,107.26928229801489,10618.0
5,0.1,0.5,9902.09677419355,141.56914796633413,10618.0
5,0.3,0.01,9651.709677419354,732.9894584757404,10618.0
5,0.3,0.05,10086.451612903225,644.8501551373347,10618.0
5,0.3,0.1,10346.064516129032,146.69422517237928,10618.0
5,0.3,0.2,10254.741935483871,81.31993103044069,10618.0
5,0.3,0.3,10114.967741935483,116.4011694875291,10618.0
5,0.3,0.5,9870.322580645161,169.8661016009913,10618.0
5,0.5,0.01,9732.161290322581,701.2036839974625,10618.0
5,0.5,0.05,10168.58064516129,581.8230414936343,10618.0
5,0.5,0.1,10338.935483870968,340.16289582922576,10618.0
5,0.5,0.2,10259.548387096775,82.29371734208205,10618.0
5,0.5,0.3,10102.612903225807,103.06977488392812,10618.0
5,0.5,0.5,9867.161290322581,149.94956858317272,10618.0
5,0.7,0.01,9818.129032258064,664.6546843755522,10618.0
5,0.7,0.05,10119.516129032258,618.3345303295372,10618.0
5,0.7,0.1,10326.451612903225,396.4830251691897,10618.0
5,0.7,0.2,10287.774193548386,95.39556582197405,10618.0
5,0.7,0.3,10114.516129032258,104.20616455461182,10618.0
5,0.7,0.5,9868.161290322581,118.27569397364036,10618.0
5,0.9,0.01,9764.41935483871,693.3931436154406,10618.0
5,0.9,0.05,10131.451612903225,570.6632888554441,10618.0
5,0.9,0.1,10393.064516129032,128.69937463817803,10618.0
5,0.9,0.2,10284.0,99.86223844209945,10618.0
5,0.9,0.3,10130.193548387097,96.33186366405015,10618.0
5,0.9,0.5,9821.290322580646,145.5152210935078,10618.0
5,1.0,0.01,9806.612903225807,637.8159440580201,10618.0
5,1.0,0.05,10102.290322580646,571.0318843140253,10618.0
5,1.0,0.1,10326.483870967742,364.54920755802317,10618.0
5,1.0,0.2,10247.774193548386,88.85407875740924,10618.0
5,1.0,0.3,10099.0,133.48008590547633,10618.0
5,1.0,0.5,9888.967741935483,159.31216397814012,10618.0
6,0.1,0.01,14763.064516129032,948.1471382116412,16537.0
6,0.1,0.05,15782.354838709678,616.9631835794361,16537.0
6,0.1,0.1,15924.41935483871,500.8582483559959,16537.0
6,0.1,0.2,15873.161290322581,177.55282721379822,16537.0
6,0.1,0.3,15520.064516129032,166.49503205478746,16537.0
6,0.1,0.5,15090.290322580646,272.94959162800075,16537.0
6,0.3,0.01,14674.838709677419,816.2942727870544,16537.0
6,0.3,0.05,15767.612903225807,683.2216661972085,16537.0
6,0.3,0.1,15966.387096774193,444.369566721166,16537.0
6,0.3,0.2,15793.41935483871,160.94984191636578,16537.0
6,0.3,0.3,15621.41935483871,188.15450640250344,16537.0
6,0.3,0.5,15124.741935483871,265.44314742733377,16537.0
6,0.5,0.01,14486.290322580646,862.3476558615398,16537.0
6,0.5,0.05,15603.354838709678,653.1868823130229,16537.0
6,0.5,0.1,15817.838709677419,630.9439011921842,16537.0
6,0.5,0.2,15792.193548387097,190.7721886360515,16537.0
6,0.5,0.3,15587.387096774193,216.62712625143897,16537.0
6,0.5,0.5,15118.516129032258,209.52133876493227,16537.0
6,0.7,0.01,14390.387096774193,1032.8506725698335,16537.0
6,0.7,0.05,15577.90322580645,665.9597262517062,16537.0
6,0.7,0.1,16078.451612903225,330.7645525858414,16537.0
6,0.7,0.2,15840.774193548386,157.38524066282258,16537.0
6,0.7,0.3,15630.354838709678,185.1738909578591,16537.0
6,0.7,0.5,15154.129032258064,246.026521867797,16537.0
6,0.9,0.01,14503.58064516129,999.6386938687245,16537.0
6,0.9,0.05,15515.0,637.202793465314,16537.0
6,0.9,0.1,15890.064516129032,507.44588778731696,16537.0
6,0.9,0.2,15842.709677419354,174.55795475970857,16537.0
6,0.9,0.3,15578.387096774193,192.4359074981165,16537.0
6,0.9,0.5,15120.161290322581,250.55406559253078,16537.0
6,1.0,0.01,14412.193548387097,1068.629509211209,16537.0
6,1.0,0.05,15609.258064516129,590.7903163132091,16537.0
6,1.0,0.1,15789.0,528.1670190384855,16537.0
6,1.0,0.2,15853.064516129032,153.18658241588338,16537.0
6,1.0,0.3,15520.774193548386,140.28060205113215,16537.0
6,1.0,0.5,15094.516129032258,257.21688267138046,16537.0
